In,Out,Date,Time,Branch,Group,Security Gate
80,38,9/19/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
8,17,9/19/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
59,58,9/19/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
134,48,9/19/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,48,9/19/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
24,58,9/19/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
10,8,9/19/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
38,27,9/19/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
82,34,9/19/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
9,32,9/19/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
49,52,9/19/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
130,33,9/19/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,47,9/19/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
17,64,9/19/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,9,9/19/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
25,27,9/19/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
81,24,9/19/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
8,27,9/19/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
37,57,9/19/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
109,64,9/19/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,47,9/19/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
15,55,9/19/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,3,9/19/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
23,25,9/19/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
67,28,9/19/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
10,36,9/19/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
46,50,9/19/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
91,66,9/19/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
6,71,9/19/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
24,67,9/19/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,5,9/19/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
14,20,9/19/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
41,23,9/19/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,25,9/19/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
18,49,9/19/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
63,44,9/19/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
6,45,9/19/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
14,49,9/19/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,17,9/19/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
27,43,9/19/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
33,16,9/19/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,13,9/19/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
13,28,9/19/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
44,35,9/19/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,34,9/19/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
8,42,9/19/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,3,9/19/2022,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
10,19,9/19/2022,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
12,17,9/19/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
4,13,9/19/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
11,33,9/19/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
15,38,9/19/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,34,9/19/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
4,30,9/19/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,4,9/19/2022,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
4,19,9/19/2022,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
0,1,9/19/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,4,9/19/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
0,1,9/19/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
0,3,9/19/2022,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,1,9/19/2022,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,1,9/19/2022,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,0,9/19/2022,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
2,1,9/19/2022,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
3,2,9/20/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,1,9/20/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
1,1,9/20/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
0,2,9/20/2022,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,0,9/20/2022,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
14,3,9/20/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,1,9/20/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
3,2,9/20/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
21,3,9/20/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,3,9/20/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,3,9/20/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,0,9/20/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
5,2,9/20/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
15,4,9/20/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,5,9/20/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
11,7,9/20/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
45,8,9/20/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,6,9/20/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
8,3,9/20/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,0,9/20/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
2,1,9/20/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
36,6,9/20/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
9,10,9/20/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
28,21,9/20/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
74,12,9/20/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,10,9/20/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
12,19,9/20/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,2,9/20/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
4,2,9/20/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
48,17,9/20/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
6,14,9/20/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
30,36,9/20/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
111,30,9/20/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,29,9/20/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
13,24,9/20/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
13,7,9/20/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
46,30,9/20/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
99,35,9/20/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
12,25,9/20/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
60,56,9/20/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
146,37,9/20/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
11,68,9/20/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
34,49,9/20/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,8,9/20/2022,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
37,15,9/20/2022,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
114,30,9/20/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
11,35,9/20/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
58,61,9/20/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
132,66,9/20/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
7,67,9/20/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
18,75,9/20/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
8,14,9/20/2022,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
55,32,9/20/2022,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
102,38,9/20/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
16,41,9/20/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
68,51,9/20/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
120,50,9/20/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,58,9/20/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
23,57,9/20/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,13,9/20/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
46,32,9/20/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
100,40,9/20/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
13,33,9/20/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
52,46,9/20/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
98,67,9/20/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,44,9/20/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
21,52,9/20/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
35,32,9/20/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
94,58,9/20/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
62,23,9/20/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
4,19,9/20/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
51,48,9/20/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
89,43,9/20/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,46,9/20/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
15,57,9/20/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,21,9/20/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
34,68,9/20/2022,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
67,22,9/20/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,23,9/20/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
32,44,9/20/2022,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
89,43,9/20/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,56,9/20/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
12,59,9/20/2022,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
11,6,9/20/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
19,28,9/20/2022,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
42,20,9/20/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
5,23,9/20/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
24,42,9/20/2022,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
60,45,9/20/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,56,9/20/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
10,45,9/20/2022,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,12,9/20/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
6,24,9/20/2022,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
31,23,9/20/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,22,9/20/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
14,35,9/20/2022,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
42,41,9/20/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,28,9/20/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,43,9/20/2022,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,5,9/20/2022,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
5,16,9/20/2022,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
9,18,9/20/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,24,9/20/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
7,38,9/20/2022,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
17,32,9/20/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,23,9/20/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
4,40,9/20/2022,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,8,9/20/2022,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
5,11,9/20/2022,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
0,2,9/20/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
0,3,9/20/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
0,4,9/20/2022,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
0,1,9/20/2022,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,1,9/20/2022,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,0,9/20/2022,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
1,0,9/20/2022,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
1,1,9/21/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,0,9/21/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
0,0,9/21/2022,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
1,0,9/21/2022,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,1,9/21/2022,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,2,9/21/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,3,9/21/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
1,4,9/21/2022,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
34,1,9/21/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,0,9/21/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,0,9/21/2022,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,1,9/21/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
7,2,9/21/2022,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
23,2,9/21/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,4,9/21/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
8,5,9/21/2022,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
66,7,9/21/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,9,9/21/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
10,2,9/21/2022,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,0,9/21/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
2,1,9/21/2022,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
32,14,9/21/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,2,9/21/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
22,17,9/21/2022,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
78,12,9/21/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,12,9/21/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
17,11,9/21/2022,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,4,9/21/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
5,1,9/21/2022,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
51,17,9/21/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,18,9/21/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
18,25,9/21/2022,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
95,36,9/21/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,23,9/21/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
14,19,9/21/2022,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,1,9/21/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
42,8,9/21/2022,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
71,32,9/21/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
8,27,9/21/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
40,54,9/21/2022,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
123,31,9/21/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
7,49,9/21/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
22,53,9/21/2022,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,5,9/21/2022,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
41,31,9/21/2022,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
96,33,9/21/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
8,19,9/21/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
53,45,9/21/2022,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
115,55,9/21/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,56,9/21/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
15,73,9/21/2022,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
17,21,9/21/2022,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
72,66,9/21/2022,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
91,35,9/21/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
8,29,9/21/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
61,60,9/21/2022,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
155,54,9/21/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,48,9/21/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
27,53,9/21/2022,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
15,14,9/21/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
50,51,9/21/2022,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
99,33,9/21/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
14,35,9/21/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
51,58,9/21/2022,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
114,53,9/21/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,71,9/21/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
27,61,9/21/2022,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
15,16,9/21/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
58,51,9/21/2022,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
62,23,9/21/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
6,23,9/21/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
31,47,9/21/2022,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
124,56,9/21/2022,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
